,Unnamed: 0,size,isEmpty,calledMethod,size_p,isEmpty_p,calledMethod_p,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
38,3120,"size == ""2.0""","isEmpty == ""true""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","calledMethod_p == ""pop""",3,"['23', '35', '40']",0,,3,"['23', '35', '40']"
39,3282,"size == ""5.0""","isEmpty == ""false""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,0,,0,
40,3635,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""3""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,13,"['8', '9', '19', '20', '21', '22', '23', '24', '34', '35', '36', '39', '40']",0,
41,6236,"size == ""2.0""","isEmpty == ""true""","calledMethod == ""pop""","size_p == ""2""","isEmpty_p == ""True""","calledMethod_p == ""pop""",1,['23'],0,,1,['23']
42,10697,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""clear""","size_p == ""5""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,13,"['1', '2', '5', '6', '7', '11', '23', '24', '34', '35', '38', '39', '40']",0,
43,26230,"size == ""7.0""","isEmpty == ""false""","calledMethod == ""push""","size_p == ""6""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,1,['31'],0,
44,26231,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""7""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,18,"['8', '9', '12', '13', '19', '20', '21', '22', '25', '26', '27', '28', '29', '30', '33', '34', '35', '36']",0,
45,35804,"size == ""8.0""","isEmpty == ""false""","calledMethod == ""push""","size_p == ""7""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,1,['31'],0,
46,35805,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""8""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,18,"['8', '9', '12', '13', '19', '20', '21', '22', '25', '26', '27', '28', '29', '30', '33', '34', '35', '36']",0,
47,73012,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""pop""","size_p == ""0""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,0,,0,
